site_id,name,address,district,state,latitude,longitude,gis_accuracy
S101,Amritavarshini Vav,Panchkuva,Ahmedabad,Gujarat,23.025,72.5972,exact
S102,Dutch Tomb,Near Kankaria Lake,Ahmedabad,Gujarat,23.0058,72.5975,exact
S103,Khan Talav,Dholka,Ahmedabad,Gujarat,22.7344,72.4297,exact
S104,Ancient Masjid,Isanpur,Ahmedabad,Gujarat,22.975,72.6031,exact
S105,Ancient Step Well,Kathwada,Ahmedabad,Gujarat,23.0578,72.7047,exact
S106,Timbo,Babra,Amreli,Gujarat,21.848,71.3058,exact
S107,Adnath Temple,Adpokar,Gir Somnath,Gujarat,20.8514,70.7908,exact
S108,Kandhrmatad Inscriptions,Juni Fafani,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S109,Ganganath Mahadev Temple,Tosan,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S110,Ancient Shiv Temple,Kasara,Banaskantha,Gujarat,23.9117,71.9133,exact
S111,Kumbheshwar Mahadev,Kumbhariya,Banaskantha,Gujarat,24.3244,72.8611,exact
S112,Temple No.1 Near Kantivas,Tarsang Forest,Banaskantha,Gujarat,24.0994,72.8042,exact
S113,Temple No.2,Tarsang Forest,Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S114,Temple No.3,Tarsang Forest,Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S115,Temple No.4,Tarsang Forest,Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S116,Temple No.5,Tarsang Forest,Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S117,Temple No.6,Tarsang Forest,Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S118,Temple No.1 (near Mahudi),Tarsang Forest (Near Mahudi),Banaskantha,Gujarat,24.1064,72.8125,exact
S119,Temple No. 2,Tarsang Forest (Near Mahudi),Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S120,Temple No. 3,Tarsang Forest (Near Mahudi),Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S121,Temple No. 4,Tarsang Forest (Near Mahudi),Banaskantha,Gujarat,24.269387,72.536751,"approximate (district: Banaskantha, Gujarat)"
S122,Stepwell,Hadad,Banaskantha,Gujarat,24.2628,72.98,exact
S123,Ancient Temple,Hadad,Banaskantha,Gujarat,24.2664,72.975,exact
S124,Muleshwar Mahadev Temple,Padan,Banaskantha,Gujarat,24.2858,71.3133,exact
S125,Muleshwar Mahadev Temple,Vav,Banaskantha,Gujarat,24.4011,71.485,exact
S126,Mithi Vav,Palanpur,Banaskantha,Gujarat,24.1689,72.4433,exact
S127,Zaloragadh Timbo,Zaloragadh (Radhanpur),Patan,Gujarat,23.773753,71.679858,"approximate (district: Patan, Gujarat)"
S128,Kadia Dungar Caves,Zazpor,Bharuch,Gujarat,21.6736,73.2722,exact
S129,Haripiya Timbo,Budhel,Bhavnagar,Gujarat,21.6825,72.1592,exact
S130,Ganga Chhatri,Bhavnagar,Bhavnagar,Gujarat,21.7758,72.1442,exact
S131,Carvings of Old Darbargadh,Bhavnagar,Bhavnagar,Gujarat,21.771884,72.141645,"approximate (area: Bhavnagar, Bhavnagar)"
S132,Bhavnath Temple,Bhavnagar,Bhavnagar,Gujarat,21.7778,72.1439,exact
S133,Firangi Deval,Kalsar,Bhavnagar,Gujarat,21.1214,71.8967,exact
S134,Gopnath Temple(Ceiling and Pictures on the wall),Talaja,Bhavnagar,Gujarat,21.2097,72.1058,exact
S135,Brahma Kund,Sihor,Bhavnagar,Gujarat,21.7061,71.9606,exact
S136,Saat Sheri (Satsheri),Sihor,Bhavnagar,Gujarat,21.7061,71.965,exact
S137,Minara,Loliyana,Bhavnagar,Gujarat,21.9422,71.7903,exact
S138,Ancient Temple,Gundi,Bhavnagar,Gujarat,20.888084,70.400865,approximate (name matched in Gujarat)
S139,Kund & Toran,Kapadvanj,Kheda,Gujarat,23.0353,73.0728,exact
S140,Vav (Step Well) (Dholikui),Kapadvanj,Kheda,Gujarat,23.0233,73.0717,exact
S141,Vori Vav,Kapadvanj,Kheda,Gujarat,23.02324,73.072753,"approximate (area: Kapadvanj, Kheda)"
S142,Mota Todavali Vav,Vadtal,Kheda,Gujarat,22.8597,72.9572,exact
S143,Vav (Step Well),Mahemdavad,Kheda,Gujarat,22.8258,72.7547,exact
S144,Bhadrakali Mata Stepwell,Umreth,Anand,Gujarat,22.7047,73.0714,exact
S145,Bhadeshwar Temple,Anjar,Kachchh,Gujarat,23.1056,70.0292,exact
S146,Deputy Collector Office (MacMurdo's Bungalow),Anjar,Kachchh,Gujarat,23.1114,70.0275,exact
S147,Shail Gufa (Cave) No.1,Deshalpar,Kachchh,Gujarat,23.201044,69.435933,"approximate (area: Deshalpar, Kachchh)"
S148,Shail Gufa No.2,Deshalpar,Kachchh,Gujarat,23.201044,69.435933,"approximate (area: Deshalpar, Kachchh)"
S149,Pureshwar Temple,Manjal,Kachchh,Gujarat,23.2572,69.3836,exact
S150,Vadimedi (Shaiv Math),Manjal,Kachchh,Gujarat,23.2583,69.3819,exact
S151,Gates of Kanthkot,Kanthkot,Kachchh,Gujarat,23.485,70.4642,exact
S152,Jain Temple,Kanthkot,Kachchh,Gujarat,23.485,70.4642,exact
S153,Surya Temple,Kanthkot,Kachchh,Gujarat,23.485,70.4642,exact
S154,Shiva Temple,Kera,Kachchh,Gujarat,23.085,69.5994,exact
S155,Ram Kund,Bhuj,Kachchh,Gujarat,23.245,69.6611,exact
S156,Old Temple,Bhadreshwar,Kachchh,Gujarat,22.9122,69.9006,exact
S157,Eye No Dero Shiva Temple,Chitrod - Mevasa,Kachchh,Gujarat,23.415,70.6972,exact
S158,Shai Gufa / Siyot Caves,Near Juna Patgadh,Kachchh,Gujarat,23.7406,68.7411,exact
S159,Mound of Pabumath,Suvai,Kachchh,Gujarat,23.611758,70.491722,"approximate (area: Suvai, Kachchh)"
S160,Mound of Shobharel,"Shobharel river basin, Khadir Island,NE of Chanpar village",Kachchh,Gujarat,23.583333,70,"approximate (district: Kachchh, Gujarat)"
S161,Padharghadh,Near Puareshwar (Manjal),Kachchh,Gujarat,23.2561,69.3803,exact
S162,Lakhpat Fort,Lakhpat,Kachchh,Gujarat,23.6736,69.3803,exact
S163,Bhuvadeshwar Mahadev Temple,Bhuvad,Kachchh,Gujarat,23.0172,69.899,exact
S164,Gurdwara,Lakhpat,Kachchh,Gujarat,23.8261,68.7697,exact
S165,Kirti Stambh (Deva Manek Stambh),Machharada (Kalavad),Jamnagar,Gujarat,22.0856,70.3297,exact
S166,Ancient Temple,Machharada (Kalavad),Devbhumi Dwarka,Gujarat,20.888084,70.400865,approximate (name matched in Gujarat)
S167,Shai Gufa of Alech (Patan/Khapra Kodia),Patan (Jamjodhpur),Jamnagar,Gujarat,22.473242,70.05521,"approximate (district: Jamnagar, Gujarat)"
S168,Mound (Amra),Amra,Jamnagar,Gujarat,22.412,69.9228,exact
S169,Shiv Temple (Khimeshwar Mahadev),Khimrana,Jamnagar,Gujarat,22.4736,70.0144,exact
S170,Kotho (Bhujio) Rampart,Jamnagar,Jamnagar,Gujarat,22.4625,70.0692,exact
S171,Khambhalia Gate,Jamnagar,Jamnagar,Gujarat,22.4608,70.0697,exact
S172,Inscription of Juma Masjid,Jamnagar,Jamnagar,Gujarat,22.4633,70.0664,exact
S173,Nagnath Temple,Jamnagar,Jamnagar,Gujarat,22.297334,70.776414,approximate (name matched in Gujarat)
S174,Lakhota Tower,Jamnagar,Jamnagar,Gujarat,22.4656,70.0656,exact
S175,Mound (Narmana),Narmana,Jamnagar,Gujarat,22.09,70.1522,exact
S176,Mound (Bed),Bed,Jamnagar,Gujarat,22.4469,69.8992,exact
S177,Mound (Moda),Moda,Jamnagar,Gujarat,22.4375,70.28,exact
S178,Mound (Lakhabaval),Lakhabaval,Jamnagar,Gujarat,22.4203,69.9936,exact
S179,Mound (Vasai),Vasai,Jamnagar,Gujarat,22.0667,70,exact
S180,Stone Memorial Inscription & Battlefield,Shekhpat,Shekhpat,Gujarat,22.385005,71.745261,approximate (state: Gujarat)
S181,Kotho,Jodiya,Jamnagar,Gujarat,22.69251,70.30541,"approximate (area: Jodiya, Jamnagar)"
S182,Kalika Mata Temple,Dhrasan Vel,Devbhumi Dwarka,Gujarat,22.149336,69.072735,approximate (name matched in Gujarat)
S183,Stone Memorial of Bhuchar Mori Deri & Battlefield,Dhrol,Jamnagar,Gujarat,22.5828,70.3978,exact
S184,Forts Nr. Kileshwar,"Rav no Nes, Ghumli",Devbhumi Dwarka,Gujarat,21.84,69.7456,exact
S185,Ganesh Temple,Ghumli,Devbhumi Dwarka,Gujarat,21.8831,69.7608,exact
S186,Navlakha Temple,Ghumli,Devbhumi Dwarka,Gujarat,21.8831,69.7608,exact
S187,Ancient Temple on the Bank of Chelsar Talav,Ghumli,Devbhumi Dwarka,Gujarat,21.8853,69.7561,exact
S188,Rampol Gates,Ghumli,Devbhumi Dwarka,Gujarat,22.247511,68.968244,"approximate (district: Devbhumi Dwarka, Gujarat)"
S189,Vikiya Vav,Ghumli,Devbhumi Dwarka,Gujarat,21.8831,69.7608,exact
S190,Son Kansari,Ghumli,Devbhumi Dwarka,Gujarat,21.8797,69.7514,exact
S191,Five Temples,Pachhtar,Devbhumi Dwarka,Gujarat,21.8681,69.6811,exact
S192,Bhimeshwar Mahadev Temples,Near Pachhtar,Devbhumi Dwarka,Gujarat,21.8747,69.6767,exact
S193,Two Bhavaneshwar Temples,Bhavaneshwar,Devbhumi Dwarka,Gujarat,21.8869,69.6869,exact
S194,Fort,Modpar,Devbhumi Dwarka,Gujarat,21.8539,69.8086,exact
S195,Stepwell,Modpar,Devbhumi Dwarka,Gujarat,22.974469,72.603359,approximate (name matched in Gujarat)
S196,Dhingeshwar Mahadev Temple & Shail Gufao,Modpar,Devbhumi Dwarka,Gujarat,21.7192,69.7067,exact
S197,Panoti Temple,Hathla,Devbhumi Dwarka,Gujarat,21.8536,69.6222,exact
S198,Shani Vav,Hathla,Devbhumi Dwarka,Gujarat,21.8533,69.6222,exact
S199,Mound (Modpar) | Modpar (Lalpur),Modpar (Lalpur),Jamnagar,Gujarat,22.473242,70.05521,"approximate (district: Jamnagar, Gujarat)"
S200,Temple & Two Inscriptions (Ajara Parshwanath),Ajara (Una),Gir Somnath,Gujarat,20.7911,71.0644,exact
S201,Seven Basins of Hot Water (Kunds),Tulishyam,Gir Somnath,Gujarat,21.0508,71.0244,exact
S202,Stone Inscriptions Near Talav,Una-Tulishyam Road,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S203,Bhimchas,Una-Tulishyam Road,Junagadh,Gujarat,21.0569,71.0444,exact
S204,Gupta Prayag,Una,Junagadh,Gujarat,20.7533,71.00219,approximate (name matched in Gujarat)
S205,Gupta Prayag Kund,Una,Junagadh,Gujarat,20.7522,70.9994,exact
S206,Jumma Masjid,Delvada,Gir Somnath,Gujarat,20.902673,70.367956,exact
S207,Minaravali Masjid,Delvada,Gir Somnath,Gujarat,20.7747,71.0453,exact
S208,Vejal Kotho,Delvada,Gir Somnath,Gujarat,20.773557,71.04185,"approximate (area: Delvada, Gir Somnath)"
S209,Shah Kotho,Delvada,Gir Somnath,Gujarat,20.773557,71.04185,"approximate (area: Delvada, Gir Somnath)"
S210,Sana Caves,Shana - Vankia (Una),Gir Somnath,Gujarat,20.9622,71.2008,exact
S211,Two Stone Inscriptions on Jumma Masjid,Kutiyana,Porbandar,Gujarat,21.622834,69.985209,"approximate (area: Kutiyana, Porbandar)"
S212,Two Idols of Kshetrapal At Vav (Pujari Vav),Kutiyana,Porbandar,Gujarat,21.6206,69.9708,exact
S213,Adi Kadi Vav,Uparkot,Junagadh,Gujarat,21.527,70.4697,exact
S214,Jumma Masjid & Cannon (Neelam And Kadanal),Uparkot,Junagadh,Gujarat,21.5247,70.47,exact
S215,Navghan Kuvo (Well),Uparkot,Junagadh,Gujarat,21.5239,70.4692,exact
S216,Stone Inscription of Ra'Mandlik (Samvat 1507),Uparkot,Junagadh,Gujarat,21.524189,70.470799,"approximate (area: Uparkot, Junagadh)"
S217,Laskari Vav,Uparkot,Junagadh,Gujarat,21.5225,70.4692,exact
S218,Replica of Ashoka Stone Inscription,Girnar Hill,Junagadh,Gujarat,21.522042,70.458246,"approximate (district: Junagadh, Gujarat)"
S219,Damodar Kund,Girnar Hill,Junagadh,Gujarat,21.5256,70.4844,exact
S220,Datar no Chilo,Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S221,Boria Buddhistic Monument Lakhamedi & Vadi-Lakhamedi,Near Bordevi,Junagadh,Gujarat,21.4881,70.5425,exact
S222,Dhori (Peer) Makbaro,Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S223,Narsinh Maheta No Choro,Junagadh,Junagadh,Gujarat,21.5278,70.4586,exact
S224,Makbara of Babi raja Before Nawab Mahotabkhanji,Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S225,Makbara of Najubibi with Bara Saiyed (Najibai Maqbara),Junagadh,Junagadh,Gujarat,21.5311,70.4678,exact
S226,Pancheshwar Caves,Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S227,Mahabat Maqbara complex,Junagadh,Junagadh,Gujarat,21.5272,70.4603,exact
S228,Matri Mata temple,Junagadh,Junagadh,Gujarat,21.5278,70.4681,exact
S229,Stone Inscription with Mai Gadechi of H. S. 685,Junagadh,Junagadh,Gujarat,21.5317,70.4667,exact
S230,Kalika Mata,on Girnar Hill,Junagadh,Gujarat,22.149336,69.072735,approximate (name matched in Gujarat)
S231,Guru Dattatraya,"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5281,70.5328,exact
S232,Gorakh Mountain Top (Tuk),"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5278,70.5303,exact
S233,Gaumukhi,"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5278,70.5253,exact
S234,Bhim Kund,"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5278,70.5211,exact
S235,Bhairav Jep (Hill Outcrop),"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5303,70.5244,exact
S236,Wooden Sandal (Paduka) of Ramchandraji,"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5344,70.5281,exact
S237,Hanuman Dhara,"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5344,70.5281,exact
S238,Hathi Pagla (Gajapad Kund),"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5286,70.5233,exact
S239,Bhimdeval (Sun temple),Bhimdeval (Talala),Gir Somnath,Gujarat,20.9614,70.6461,exact
S240,Buddhist Stupa - Vajir Panat No Kotho,"Hadmatiya, Talala",Gir Somnath,Gujarat,21.00426,70.635296,"approximate (area: Hadmatiya, Talala, Gir Somnath)"
S241,Vishnu Temple,Odadar,Porbandar,Gujarat,23.65904,73.082851,approximate (name matched in Gujarat)
S242,Surya Mandir No.1,Odadar,Porbandar,Gujarat,21.602975,69.853807,"approximate (district: Porbandar, Gujarat)"
S243,Surya Mandir No.2,Odadar,Porbandar,Gujarat,21.602975,69.853807,"approximate (district: Porbandar, Gujarat)"
S244,Khimeshwar Mahadev Temple,Kuchhadi,Porbandar,Gujarat,21.6822,69.535,exact
S245,Chadeshwar Mahadev Temple,Chhaya,Porbandar,Gujarat,21.6072,69.65,exact
S246,Dhigeshwar Mahadev Temple,Chhaya,Porbandar,Gujarat,21.634448,69.628336,"approximate (area: Chhaya, Porbandar)"
S247,House of Smt. Kasturba Gandhi,Porbandar,Porbandar,Gujarat,21.6409,69.611,"approximate (area: Porbandar, Porbandar)"
S248,Sartanji no Choro,Porbandar,Porbandar,Gujarat,21.6409,69.611,"approximate (area: Porbandar, Porbandar)"
S249,Surya Mandir and Sapta Matrika Mandir,Boricha,Porbandar,Gujarat,21.71799,69.683214,"approximate (area: Boricha, Porbandar)"
S250,Jaleshwar Mahadev Temple,Fatana,Porbandar,Gujarat,21.8842,69.555,exact
S251,Five Temples,Balej,Porbandar,Gujarat,21.377613,69.867685,"approximate (area: Balej, Porbandar)"
S252,Nandeshwar Mahadev,Bokhira,Porbandar,Gujarat,21.602975,69.853807,"approximate (district: Porbandar, Gujarat)"
S253,Chamunda Mata Temple,Juna Bokhira,Porbandar,Gujarat,21.6692,69.6075,exact
S254,Seven Temples / Saat Mandiro,Bhansara,Porbandar,Gujarat,21.602975,69.853807,"approximate (district: Porbandar, Gujarat)"
S255,Ancient Temple (near Madhavrai temple),Madhavpur Ghed,Porbandar,Gujarat,21.2561,69.9561,exact
S256,Ancient Temple,Miyani,Porbandar,Gujarat,21.8411,69.3817,exact
S257,Panchayatan Mandir,Visavada,Porbandar,Gujarat,21.8075,69.4531,exact
S258,Vav,Visavada,Porbandar,Gujarat,21.8075,69.4531,exact
S259,Dhanvantari no Palio,"Moti Dhaneti,Maliya Hatina",Junagadh,Gujarat,21.095,70.32,exact
S260,Memorial Stone of Dah Culture,Bagasara-Ghed,Junagadh,Gujarat,21.522042,70.458246,"approximate (district: Junagadh, Gujarat)"
S261,Jhadeshwar Mahadev Temple,Amarda (Gadh),Porbandar,Gujarat,21.602975,69.853807,"approximate (district: Porbandar, Gujarat)"
S262,Bileshwar Mahadev Temple,Bileshwar,Porbandar,Gujarat,21.8133,69.7861,exact
S263,Jambuvanti Caves,Ranavav,Porbandar,Gujarat,21.8156,69.6542,exact
S264,Nani Vav-no Shilalekh,Dhandhusar,Junagadh,Gujarat,21.549938,70.357164,"approximate (area: Dhandhusar, Junagadh)"
S265,Shamiyana and Ceiling of Jumma Masjid (S.1408),Vanthli,Junagadh,Gujarat,21.4778,70.3736,exact
S266,Ra'Khengar Palace (now part of Girnar Jain temples),"Girnar Hill,Junagadh",Junagadh,Gujarat,21.5269,70.5206,exact
S267,Stone Inscription of Vijayshwar Mahadev -1346/1408,Dhandhusar,Junagadh,Gujarat,21.549938,70.357164,"approximate (area: Dhandhusar, Junagadh)"
S268,Surya Kund,Dhandhusar,Junagadh,Gujarat,23.583509,72.133516,approximate (name matched in Gujarat)
S269,Ra Khengar Vav,Vanthli,Junagadh,Gujarat,21.4917,70.3833,exact
S270,Caves of Hothal Padmini,Jetalpur,Junagadh,Gujarat,21.522042,70.458246,"approximate (district: Junagadh, Gujarat)"
S271,Ancient Temples (Omnath Mahadev temple),Umba,Gir Somnath,Gujarat,20.9925,70.54,exact
S272,Makbaro of Hajarat Shah & Tomb of Malik Ayaz,Una,Gir Somnath,Gujarat,20.8286,71.0444,exact
S273,Kalikamata Temple,Navadra,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S274,Bilingual Stone Inscription at Gayatri Temple,Prashnavada,Gir Somnath,Gujarat,20.8208,70.5553,exact
S275,Prachi Kund,Una-Veraval Road,Gir Somnath,Gujarat,20.9214,70.6419,exact
S276,Mool Prachi,Una-Veraval Road,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S277,Stone Inscription at Kaji Masjid - H.S.902,Prabhas Patan,Junagadh,Gujarat,20.89198,70.40288,exact
S278,Gorakhnath Mahadev,Gorakhmadhi,Junagadh,Gujarat,20.9061,70.5347,exact
S279,Jain Temple,Prabhas Patan,Gir Somnath,Gujarat,20.890248,70.402412,exact
S280,Talav,Prabhas Patan,Gir Somnath,Gujarat,21.977037,69.949453,approximate (name matched in Gujarat)
S281,Mound of Nagara,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S282,Nek Mahommad Masjid,Prabhas Patan,Gir Somnath,Gujarat,20.8925,70.399,exact
S283,Ancient Caves,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S284,Ancient Jain Temple (Museum Building),Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S285,Stone Inscription of Bhadrakali Mata,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S286,Maipuri Masjid,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S287,Mangaroli Shah Makbara & Shah Makbara with Stone Inscription,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S288,Stone Inscription at Mussafar Masjid,Prabhas Patan,Gir Somnath,Gujarat,20.8893,70.4057,"approximate (area: Prabhas Patan, Gir Somnath)"
S289,Stone Inscription Near Mota Darwaja,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S290,Ceiling of Riyapir Masjid,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S291,Rudreshwar,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S292,Veneshwar Mahadev Temple,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S293,Veraval Gate,Prabhas Patan,Gir Somnath,Gujarat,20.893829,70.40189,exact
S294,Stone Inscription of Sultan Ahmed (H.S. 905–1543),Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S295,Surya Mandir (Sun Temple),"Near Shitala Manadir, Nagar Timba",Gir Somnath,Gujarat,20.8861,70.4111,exact
S296,Mound of Sav,Prabhas Patan,Gir Somnath,Gujarat,20.890524,70.401953,"approximate (area: Prabhas Patan, Gir Somnath)"
S297,Stone Inscription at Jumma Masjid (H.S.732),Veraval,Gir Somnath,Gujarat,20.91011,70.365279,"approximate (area: Veraval, Gir Somnath)"
S298,Stone Inscription at Harshadmata Temple,Veraval,Gir Somnath,Gujarat,20.91011,70.365279,"approximate (area: Veraval, Gir Somnath)"
S299,Bauddha Gufa (Caves) of Mandore (Mandovar),Savani-Geer,Gir Somnath,Gujarat,20.975,70.4719,exact
S300,Chyavan Kund,Sutrapada,Gir Somnath,Gujarat,20.8392,70.4847,exact
S301,Navdurga Temple,Sutrapada,Gir Somnath,Gujarat,20.8383,70.4836,exact
